Título,ESTRUCTURA DE LA GENERACIÓN POR TECNOLOGÍAS_01-01-2017_31-12-2018,,,,,,,,,,,,,,,,,,,,,,,
Sistema eléctrico,Nacional,,,,,,,,,,,,,,,,,,,,,,,
Magnitudes,GWh,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
Fecha,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,06/2018,07/2018,08/2018,09/2018,10/2018,11/2018,12/2018
Hidráulica,""2040.641174"",""1956.5883230000002"",""2701.231049"",""1897.982027"",""1935.428392"",""1637.871499"",""1193.059251"",""1082.72689"",""1147.848444"",""773.649914"",""832.696417"",""1250.895362"",""2194.881995"",""2388.895188"",""4402.4343229999995"",""4718.449012"",""3523.1684649999997"",""3718.076628"",""3027.391874"",""2105.596682"",""1926.844889"",""1462.712387"",""2162.064789"",""2486.725117""
Turbinación bombeo,""291.21304100000003"",""267.73958799999997"",""241.223576"",""199.433452"",""162.454971"",""91.89773699999999"",""98.826694"",""112.205181"",""118.471554"",""133.820915"",""222.091267"",""309.586467"",""273.43650199999996"",""180.62301300000001"",""369.777722"",""345.637317"",""153.274348"",""58.722832000000004"",""35.299307"",""59.999606"",""39.235237999999995"",""206.75096"",""138.760574"",""132.478591""
Nuclear,""5283.554335"",""4766.657187"",""5269.133725"",""4926.069892"",""4130.87031"",""4034.332738"",""4385.200742"",""5078.952117"",""4722.573525999999"",""4301.3254560000005"",""3601.5724139999998"",""5039.108604"",""5096.325227"",""4592.320568"",""4488.917022"",""3812.588835"",""3728.675001"",""3591.5913509999996"",""4471.023688"",""5135.724891"",""5013.034921"",""5150.671803"",""3829.983448"",""4286.7606749999995""
Carbón,""5379.3066579999995"",""3502.94506"",""1943.034917"",""2064.470818"",""3749.064244"",""4544.526411999999"",""4304.383765"",""3226.266132"",""3058.567876"",""4097.649646"",""4817.169298000001"",""4332.035567"",""3218.6258980000002"",""3681.480831"",""1510.503706"",""1543.645378"",""2441.434957"",""2481.269406"",""3729.627759"",""3753.176102"",""4355.469696"",""3551.3365630000003"",""3983.446327"",""3026.789093""
Fuel + Gas,-,-,""0.000001"",""-0.000001"",-,-,-,""-0.000001"",-,-,-,-,-,-,-,-,""-0.000001"",-,""0.000001"",""-0.000001"",-,-,-,-
Motores diésel,""308.396358"",""267.44084200000003"",""274.61204100000003"",""284.05702399999996"",""308.77309499999996"",""310.083289"",""335.107035"",""336.154416"",""268.84502899999995"",""266.509958"",""243.305424"",""252.739041"",""255.189964"",""237.62831500000001"",""245.332361"",""239.921521"",""255.562564"",""255.793742"",""295.19775699999997"",""329.327882"",""298.10321500000003"",""283.325014"",""239.668141"",""243.128665""
Turbina de gas,""44.311594"",""34.038238"",""47.008453"",""32.718799"",""53.119417"",""62.818861"",""87.71694500000001"",""110.91840499999999"",""114.159846"",""105.380663"",""88.248754"",""90.720073"",""87.146248"",""84.64796799999999"",""80.355949"",""79.213685"",""93.341337"",""101.088371"",""114.929521"",""113.58170799999999"",""103.41299400000001"",""79.717356"",""73.572245"",""38.271629000000004""
Turbina de vapor,""210.591342"",""197.528399"",""217.66406099999998"",""240.116471"",""210.579842"",""245.173496"",""239.513297"",""236.212208"",""220.94987"",""221.962174"",""208.836062"",""225.266628"",""230.38478400000002"",""210.40916099999998"",""195.20305199999999"",""189.558611"",""186.40918599999998"",""200.030849"",""206.693728"",""214.943949"",""188.60527"",""201.924623"",""224.026254"",""207.24283""
